01,79667890123,1440232640,1440234293
01,79345678901,1440205389,1440207024
02,79334567890,1439792749,1439793378
01,79990123456,1440532730,1440533102
01,79123456789,1440296079,1440296311
01,79223456789,1441255158,1441256700
02,79112345678,1438780495,1438780637
02,79990123456,1440736576,1440737239
02,79789012345,1441072523,1441072692
02,79678901234,1440121100,1440122246
02,79223456789,1439207978,1439209513
02,79234567890,1440744927,1440745418
02,79778901234,1440652136,1440653594
02,79556789012,1438764970,1438765265
01,79889012345,1440200729,1440201449
02,79778901234,1440446329,1440447646
01,79445678901,1439772293,1439773641
02,79990123456,1438895569,1438896245
02,79445678901,1441236460,1441236700
01,79445678901,1439493079,1439493536
01,79678901234,1440104598,1440106367
02,79234567890,1440363430,1440363684
01,79234567890,1439433667,1439435456
02,79334567890,1439854488,1439855320
02,79556789012,1440105714,1440106255
01,79445678901,1439145077,1439145204
01,79445678901,1440674167,1440675181
01,79112345678,1439029811,1439030675
02,79234567890,1440705274,1440706910
02,79212345678,1440203220,1440203755
01,79778901234,1441260242,1441261908
02,79101234567,1440221566,1440223134
02,79123456789,1439249086,1439249431
02,79778901234,1440942311,1440942716
02,79223456789,1440597475,1440599064
01,79334567890,1440176929,1440177843
02,79890123456,1438869707,1438871473
01,79101234567,1440065792,1440066678
01,79667890123,1439288406,1439290095
02,79890123456,1440093266,1440094217
01,79456789012,1440074738,1440076013
01,79889012345,1439362460,1439362973
01,79234567890,1440101285,1440101916
02,79556789012,1439911052,1439912748
02,79667890123,1439665461,1439666128
01,79223456789,1440524401,1440525630
01,79990123456,1439604766,1439605211
01,79789012345,1440096342,1440097834
02,79212345678,1440943982,1440944412
02,79112345678,1439783191,1439783371
01,79990123456,1441049579,1441049801
01,79901234567,1439796186,1439797460
02,79789012345,1441044164,1441044603
01,79889012345,1441268696,1441269073
01,79567890123,1440979103,1440980825
02,79556789012,1439877136,1439878367
02,79567890123,1440947897,1440948677
02,79345678901,1438909367,1438909984
02,79234567890,1439501850,1439502131
02,79101234567,1440102784,1440103171
01,79789012345,1439157576,1439158435
01,79990123456,1440421289,1440422458
02,79789012345,1441199459,1441200786
02,79101234567,1438756123,1438756934
01,79212345678,1441095970,1441096155
02,79345678901,1440627373,1440627481
02,79567890123,1440335411,1440336169
02,79567890123,1440601894,1440603109
01,79789012345,1439351923,1439352823
01,79456789012,1439466821,1439467219
02,79456789012,1440584818,1440586543
01,79334567890,1439525686,1439527057
01,79890123456,1440609880,1440611001
02,79890123456,1440212756,1440212926
01,79889012345,1441246699,1441247901
02,79456789012,1441019150,1441020210
01,79334567890,1438888953,1438890356
01,79445678901,1439988738,1439989755
01,79678901234,1438842883,1438843077
02,79345678901,1440737045,1440737950
02,79345678901,1439870853,1439871762
01,79778901234,1438877641,1438878430
02,79101234567,1440879192,1440879560
02,79101234567,1439410080,1439410381
02,79678901234,1439454009,1439454587
01,79789012345,1439814660,1439814773
