02,79567890123,1405635771,1405636565
02,79667890123,1405401766,1405402838
01,79556789012,1404635093,1404635811
01,79990123456,1406576673,1406577444
01,79334567890,1405002806,1405003032
01,79556789012,1405015546,1405015825
01,79778901234,1405228117,1405228514
01,79890123456,1406070220,1406071641
02,79445678901,1406111524,1406112052
02,79345678901,1407128626,1407129141
01,79990123456,1405368187,1405369452
01,79778901234,1405055822,1405056320
02,79789012345,1406614757,1406616235
01,79445678901,1405260001,1405261574
02,79101234567,1404748310,1404749935
01,79901234567,1406455469,1406456102
01,79990123456,1406577018,1406577522
01,79890123456,1404873003,1404874704
01,79990123456,1406342201,1406343248
02,79223456789,1406755745,1406756268
02,79334567890,1405905982,1405907742
02,79667890123,1406433822,1406435417
01,79901234567,1406811058,1406812124
01,79778901234,1406930063,1406930559
02,79901234567,1404655316,1404656455
01,79990123456,1406085432,1406086590
01,79334567890,1406842080,1406842872
02,79456789012,1406989787,1406990050
01,79445678901,1406433818,1406434925
01,79223456789,1406855656,1406857133
02,79212345678,1405302782,1405304316
02,79678901234,1405593722,1405595083
02,79223456789,1407016114,1407017279
02,79223456789,1405131974,1405132699
02,79445678901,1406068985,1406070770
01,79567890123,1406422529,1406423037
01,79345678901,1407006934,1407007840
01,79123456789,1405079855,1405081505
01,79101234567,1405185182,1405186609
01,79334567890,1404694542,1404695928
01,79345678901,1405940063,1405941068
02,79789012345,1406226741,1406227535
01,79667890123,1407153663,1407155400
02,79334567890,1406538671,1406539179
02,79556789012,1405857399,1405858352
02,79778901234,1405863166,1405864313
01,79456789012,1405472924,1405474098
01,79234567890,1406431412,1406432519
02,79778901234,1406103472,1406104276
01,79334567890,1405150670,1405152310
02,79667890123,1404697724,1404697838
01,79901234567,1406095582,1406096976
02,79556789012,1407117927,1407118656
01,79345678901,1406793563,1406795087
02,79678901234,1406586686,1406587863
01,79556789012,1405900725,1405901666
01,79234567890,1406800802,1406801078
01,79889012345,1406199355,1406199506
01,79456789012,1406309980,1406311336
01,79901234567,1405939776,1405940884
01,79789012345,1406259394,1406260218
01,79889012345,1406855211,1406856586
02,79778901234,1404642792,1404643829
02,79234567890,1405275764,1405275955
