02,79567890123,1498780286,1498781855
02,79890123456,1499290801,1499292583
02,79990123456,1499046910,1499048010
02,79456789012,1500934926,1500935660
01,79667890123,1499347794,1499349011
02,79890123456,1499737102,1499738428
01,79789012345,1500096995,1500097077
02,79678901234,1500948148,1500948590
01,79567890123,1500668879,1500670050
01,79456789012,1499449897,1499450322
01,79990123456,1498615811,1498615902
02,79212345678,1499569344,1499570602
02,79445678901,1499201769,1499202328
02,79345678901,1500753219,1500753347
02,79101234567,1499895904,1499896125
02,79901234567,1500480848,1500482094
01,79556789012,1498734142,1498735522
02,79112345678,1500083368,1500084788
02,79667890123,1500903300,1500903757
02,79334567890,1499914766,1499916284
02,79678901234,1499212678,1499214063
01,79890123456,1499782166,1499782789
01,79890123456,1500670761,1500671868
01,79778901234,1498711813,1498712873
01,79101234567,1500776119,1500777031
02,79101234567,1499897965,1499898840
01,79678901234,1498718728,1498719589
01,79789012345,1501122017,1501122153
02,79223456789,1498894759,1498895803
02,79556789012,1498991594,1498992778
02,79889012345,1499559184,1499560425
01,79223456789,1500763568,1500764235
01,79445678901,1499177855,1499179557
02,79212345678,1500970271,1500971113
02,79101234567,1499399903,1499400942
01,79678901234,1498636934,1498638677
02,79567890123,1499830908,1499831580
01,79990123456,1500765531,1500765955
01,79456789012,1499227791,1499229018
02,79223456789,1500515089,1500515891
02,79234567890,1498991506,1498992312
02,79445678901,1499386919,1499387470
01,79345678901,1498682679,1498684053
02,79123456789,1500435002,1500435131
02,79101234567,1499230831,1499231053
02,79112345678,1499510940,1499512689
02,79123456789,1500425471,1500425714
02,79667890123,1499648935,1499650694
02,79889012345,1499565189,1499565806
02,79667890123,1499261844,1499262495
02,79567890123,1500973407,1500973708
